STATE,REGION,COUNTY,FIPSCODE,CCBP_RATE_SOGS_PER_1000,ACS_PER_CAPITA_INCOME,ACS_PCT_PERSON_INC99
Michigan,Midwest,Grand Traverse County,26055,0.2525423546,28533.5,11.0545
Michigan,Midwest,Gratiot County,26057,0.1566267634,19433.5,18.965
Michigan,Midwest,Hillsdale County,26059,0.04896493119,21248.25,19.6635
Michigan,Midwest,Houghton County,26061,0.2470196943,19998.75,22.3445
Michigan,Midwest,Huron County,26063,0.2353627471,23174,14.83725
Michigan,Midwest,Ingham County,26065,0.1752889737,25320.75,22.2295
Michigan,Midwest,Ionia County,26067,0.1481675104,20800.5,15.1625
Michigan,Midwest,Iosco County,26069,0.2759044609,23129.5,18.01125
Michigan,Midwest,Iron County,26071,0.2647482279,21942.5,15.3955
Michigan,Midwest,Isabella County,26073,0.152300751,20166,30.55225
Michigan,Midwest,Jackson County,26075,0.1162417266,23328.25,17.05625
Michigan,Midwest,Kalamazoo County,26077,0.1735545952,26371.5,18.49325
Michigan,Midwest,Kalkaska County,26079,0.3325095542,21132.75,16.763
Michigan,Midwest,Kent County,26081,0.1514475629,26856.75,15.28575
Michigan,Midwest,Keweenaw County,26083,0.9326873746,25177.75,16.56025
Michigan,Midwest,Lake County,26085,0.2165199162,16583.5,28.5845
Michigan,Midwest,Lapeer County,26087,0.1133068343,24465,10.864
Michigan,Midwest,Leelanau County,26089,0.4292090026,33655.25,10.35
Michigan,Midwest,Lenawee County,26091,0.1596924296,23248.25,14.336
Michigan,Midwest,Livingston County,26093,0.1020221825,33396.25,6.018
Michigan,Midwest,Luce County,26095,0.6230583217,18397.5,19.79725
Michigan,Midwest,Mackinac County,26097,0.6884576365,23892,15.616
Michigan,Midwest,Macomb County,26099,0.1485723401,27501.5,12.46275
Michigan,Midwest,Manistee County,26101,0.4295554742,22822,16.941
Michigan,Midwest,Marquette County,26103,0.2189950628,23902.25,16.524
Michigan,Midwest,Mason County,26105,0.173947452,23908.25,16.38025
Michigan,Midwest,Mecosta County,26107,0.1564145733,20053.5,22.99725
Michigan,Midwest,Menominee County,26109,0.2344841984,23264.5,14.978
Michigan,Midwest,Midland County,26111,0.194475522,30062.75,13.04625
Michigan,Midwest,Missaukee County,26113,0.1334782509,20638.25,15.7585
Michigan,Midwest,Monroe County,26115,0.1603752226,26836.75,11.5495
Michigan,Midwest,Montcalm County,26117,0.1631449264,19699.75,18.2515
Michigan,Midwest,Montmorency County,26119,0.3226910913,20565.5,16.78775
Michigan,Midwest,Muskegon County,26121,0.1289524165,21140.75,19.742
Michigan,Midwest,Newaygo County,26123,0.1776891536,21117.75,18.617
Michigan,Midwest,Oakland County,26125,0.189407591,37566.75,10.08675
Michigan,Midwest,Oceana County,26127,0.2374632062,19859.75,20.112
Michigan,Midwest,Ogemaw County,26129,0.1908369657,20680.25,21.1895
Michigan,Midwest,Ontonagon County,26131,0.5306685972,21818.25,15.20725
Michigan,Midwest,Osceola County,26133,0.2261080453,18956.75,22.161
Michigan,Midwest,Oscoda County,26135,0.3612699992,19058.75,19.611
Michigan,Midwest,Otsego County,26137,0.2581859738,25101.25,13.71775
Michigan,Midwest,Ottawa County,26139,0.1254818729,26376.25,10.5615
Michigan,Midwest,Presque Isle County,26141,0.4275808634,23284.5,13.45575
Michigan,Midwest,Roscommon County,26143,0.1879848321,22604.25,21.134
Michigan,Midwest,Saginaw County,26145,0.1954722938,23099.75,18.387
Michigan,Midwest,St. Clair County,26147,0.1641800657,25245.75,14.7065
Michigan,Midwest,St. Joseph County,26149,0.1888099548,21358.25,17.20775
Michigan,Midwest,Sanilac County,26151,0.2163105504,21473.75,15.9455
Michigan,Midwest,Schoolcraft County,26153,0.3694291066,20871.25,20.9635
Michigan,Midwest,Shiawassee County,26155,0.1492138073,23357,14.85925
Michigan,Midwest,Tuscola County,26157,0.1441344988,21657.75,15.6085
Michigan,Midwest,Van Buren County,26159,0.2492907088,22516.75,18.71375
Michigan,Midwest,Washtenaw County,26161,0.1751079727,34528.75,15.291
Michigan,Midwest,Wayne County,26163,0.2428461167,22878.5,24.7045
Michigan,Midwest,Wexford County,26165,0.2132615343,20808.5,18.415
Minnesota,Midwest,Aitkin County,27001,0.2842066926,25422,12.3055
Minnesota,Midwest,Anoka County,27003,0.09988467849,31736.75,7.51425
Minnesota,Midwest,Becker County,27005,0.08988260264,26235.25,12.9745
Minnesota,Midwest,Beltrami County,27007,0.1368212536,22277.75,20.06625
Minnesota,Midwest,Benton County,27009,0.1080717478,25142.25,14.239
Minnesota,Midwest,Big Stone County,27011,0.5955431329,27240.75,12.8375
Minnesota,Midwest,Blue Earth County,27013,0.1222110949,26331.25,18.8575
Minnesota,Midwest,Brown County,27015,0.2275970301,27709.75,8.3945
Minnesota,Midwest,Carlton County,27017,0.1200792527,24810,13.25075
Minnesota,Midwest,Carver County,27019,0.1224971397,39544,4.458
Minnesota,Midwest,Cass County,27021,0.3312214705,25844,16.46225
Minnesota,Midwest,Chippewa County,27023,0.2695123409,26637,11.1985
Minnesota,Midwest,Chisago County,27025,0.1155764292,29303.75,6.35175
Minnesota,Midwest,Clay County,27027,0.1093118484,25752.25,12.4335
Minnesota,Midwest,Clearwater County,27029,0.3693099719,23024.5,16.71575
Minnesota,Midwest,Cook County,27031,0.8097215287,33074,10.078
Minnesota,Midwest,Cottonwood County,27033,0.414229057,24669,15.6955
Minnesota,Midwest,Crow Wing County,27035,0.2410254118,27635.75,11.6195
Minnesota,Midwest,Dakota County,27037,0.121134303,36005,7.5535
Minnesota,Midwest,Dodge County,27039,0.09795894117,29869.75,6.8435
Minnesota,Midwest,Douglas County,27041,0.197304795,29516,9.7575
Minnesota,Midwest,Faribault County,27043,0.4104629773,26550.5,13.037
Minnesota,Midwest,Fillmore County,27045,0.192363117,26356.25,11.6725
Minnesota,Midwest,Freeborn County,27047,0.1468148779,26394.25,11.449
Minnesota,Midwest,Goodhue County,27049,0.2603037512,30601.5,10.6135
Minnesota,Midwest,Grant County,27051,0.5912245099,27814.5,10.1525
Minnesota,Midwest,Hennepin County,27053,0.1958891909,38568.25,12.51825
Minnesota,Midwest,Houston County,27055,0.253788722,27450.5,10.86425
Minnesota,Midwest,Hubbard County,27057,0.1935222592,25518,12.2295
Minnesota,Midwest,Isanti County,27059,0.1302666437,26929,7.4595
Minnesota,Midwest,Itasca County,27061,0.2153812544,24934.5,13.12725
Minnesota,Midwest,Jackson County,27063,0.1969944917,27938.75,10.62175
Minnesota,Midwest,Kanabec County,27065,0.07833529351,23309.75,14.006
Minnesota,Midwest,Kandiyohi County,27067,0.2467553662,27538.75,12.4825
Minnesota,Midwest,Kittson County,27069,0.9050782044,28503,10.51975
Minnesota,Midwest,Koochiching County,27071,0.3896131353,25812.5,15.52925
Minnesota,Midwest,Lac Qui Parle County,27073,0.2906444754,29321,8.2365
Minnesota,Midwest,Lake County,27075,0.1888531664,29125.5,13.0185
Minnesota,Midwest,Lake Of The Woods County,27077,0.3250955299,22688.25,8.119
Minnesota,Midwest,Le Sueur County,27079,0.1620966399,28542.25,8.88425
Minnesota,Midwest,Lincoln County,27081,0.9159080138,26846.75,9.80775
Minnesota,Midwest,Lyon County,27083,0.2710665118,27671.25,14.084
Minnesota,Midwest,Mcleod County,27085,0.125659477,27501.75,8.12525
Minnesota,Midwest,Mahnomen County,27087,0.2744048208,19667,25.06575
Minnesota,Midwest,Marshall County,27089,0.5580334452,27692,7.75125
Minnesota,Midwest,Martin County,27091,0.136537266,27844.75,11.0945
Minnesota,Midwest,Meeker County,27093,0.1841171105,26919.5,9.96375
Minnesota,Midwest,Mille Lacs County,27095,0.2345870126,23623.25,12.66575
Minnesota,Midwest,Morrison County,27097,0.228357652,24817.5,11.9425
Minnesota,Midwest,Mower County,27099,0.2091000338,25980.75,14.763
Minnesota,Midwest,Murray County,27101,0.386496604,28654.25,9.735
Minnesota,Midwest,Nicollet County,27103,0.05988555541,27610.5,11.3765
Minnesota,Midwest,Nobles County,27105,0.3442915447,23342.25,15.46825
Minnesota,Midwest,Norman County,27107,0.3038199099,25044.25,12.693
Minnesota,Midwest,Olmsted County,27109,0.1673319237,35093.5,8.748
Minnesota,Midwest,Otter Tail County,27111,0.2301292406,27656.5,10.60625
Minnesota,Midwest,Pennington County,27113,0.141112684,25657.5,9.478
Minnesota,Midwest,Pine County,27115,0.1550463402,22198.75,14.5715
Minnesota,Midwest,Pipestone County,27117,0.4034832389,25892.5,12.02375
Minnesota,Midwest,Polk County,27119,0.2216434714,26402.5,12.927
Minnesota,Midwest,Pope County,27121,0.1830261044,29736,9.46
Minnesota,Midwest,Ramsey County,27123,0.1974299883,30287.25,16.534
Minnesota,Midwest,Red Lake County,27125,0.7479151498,24612.5,11.20525
Minnesota,Midwest,Redwood County,27127,0.3394750906,26050,11.0075
Minnesota,Midwest,Renville County,27129,0.4211122077,28269.25,11.28625
Minnesota,Midwest,Rice County,27131,0.1342020041,26519.5,11.6325
Minnesota,Midwest,Rock County,27133,0.1062678922,25846.5,12.20025
Minnesota,Midwest,Roseau County,27135,0.3688304571,26360.5,9.75475
Minnesota,Midwest,St. Louis County,27137,0.1684528368,26914.75,16.23975
Minnesota,Midwest,Scott County,27139,0.1053320364,36112.5,5.6575
Minnesota,Midwest,Sherburne County,27141,0.07659845488,29654,7.65875
Minnesota,Midwest,Sibley County,27143,0.2511961642,27200.5,10.763
Minnesota,Midwest,Stearns County,27145,0.2131412611,26873.5,13.39875
Minnesota,Midwest,Steele County,27147,0.1710545622,27919.5,10.28225
Minnesota,Midwest,Stevens County,27149,0.3311320036,27200.75,17.10475
Minnesota,Midwest,Swift County,27151,0.3170052628,27366.75,11.25425
Minnesota,Midwest,Todd County,27153,0.3074610992,23415.75,15.0035
Minnesota,Midwest,Traverse County,27155,0.5933312841,29285.5,9.42025
Minnesota,Midwest,Wabasha County,27157,0.1397816122,29880.25,7.45925
Minnesota,Midwest,Wadena County,27159,0.3306094471,21499.5,16.505
Minnesota,Midwest,Waseca County,27161,0.1585869009,26337.5,8.934
Minnesota,Midwest,Washington County,27163,0.1012486915,38220.25,5.48175
Minnesota,Midwest,Watonwan County,27165,0.2951360126,26044.75,10.812
Minnesota,Midwest,Winona County,27169,0.07840222383,24524.5,14.684
Minnesota,Midwest,Wright County,27171,0.09204976112,30326.75,6.125
Minnesota,Midwest,Yellow Medicine County,27173,0.3763051422,26590.25,12.16425
Mississippi,South,Adams County,28001,0.1415234703,17740,29.7155
Mississippi,South,Alcorn County,28003,0.1878476309,19344,21.084
Mississippi,South,Amite County,28005,0.07930290816,17426.5,25.54375
Mississippi,South,Attala County,28007,0.1195547802,19300.75,26.28675
Mississippi,South,Benton County,28009,0.1205447367,19631.75,22.3545
Mississippi,South,Bolivar County,28011,0.231951658,16368.5,36.0035
Mississippi,South,Calhoun County,28013,0.3413088496,17272.5,25.32275
Mississippi,South,Carroll County,28015,0.09752847024,19156.33333,22.36466667
Mississippi,South,Chickasaw County,28017,0.187277432,17369.75,26.03775
Mississippi,South,Choctaw County,28019,0.4773494867,17600.5,24.998
Mississippi,South,Claiborne County,28021,0.3272365432,12328,38.171
Mississippi,South,Clarke County,28023,0.2163449424,19288,21.996
Mississippi,South,Clay County,28025,0.1494280726,18643,26.61875
Mississippi,South,Coahoma County,28027,0.3147179243,15764.75,36.2145
Mississippi,South,Copiah County,28029,0.1387142718,18117.25,27.065
Mississippi,South,Covington County,28031,0.2214532915,16790,27.7625
Mississippi,South,Desoto County,28033,0.1045138359,25997.25,9.85125
Mississippi,South,Forrest County,28035,0.1777786352,19975.5,27.81
Mississippi,South,Franklin County,28037,0.1286716805,22598.75,19.741
Mississippi,South,George County,28039,0.08551330754,20812.25,18.2715
Mississippi,South,Greene County,28041,0.2329299677,15319.25,16.91775
Mississippi,South,Grenada County,28043,0.1280579618,20344.5,22.7425
Mississippi,South,Hancock County,28045,0.07046251322,22725.5,19.6805
Mississippi,South,Harrison County,28047,0.09649965917,22384.5,20.423
Mississippi,South,Hinds County,28049,0.128764037,20903.75,25.37475
Mississippi,South,Holmes County,28051,0.2850604826,12101.75,43.95825
Mississippi,South,Humphreys County,28053,0.2561997813,13323,41.8815
Mississippi,South,Itawamba County,28057,0.2240592658,19133.5,17.89375
Mississippi,South,Jackson County,28059,0.1275188231,24098,15.6115
Mississippi,South,Jasper County,28061,0.1813408329,18524,22.56225
Mississippi,South,Jefferson County,28063,0.1661405346,12886.25,44.0925
Mississippi,South,Jefferson Davis County,28065,0.1499565476,16134.75,31.19925
Mississippi,South,Jones County,28067,0.134797357,20153.5,23.1615
Mississippi,South,Kemper County,28069,0.09838139687,14465.75,31.07675
Mississippi,South,Lafayette County,28071,0.08592728285,22571.5,25.69625
Mississippi,South,Lamar County,28073,0.1201162668,26785.5,16.56975
Mississippi,South,Lauderdale County,28075,0.1266156207,21528.75,23.329
Mississippi,South,Lawrence County,28077,0.3154522745,20346.25,20.5165
Mississippi,South,Leake County,28079,0.09769626287,17458,27.322
Mississippi,South,Lee County,28081,0.1945178895,22329.5,18.55475
Mississippi,South,Leflore County,28083,0.3128207364,14725.75,40.936
Mississippi,South,Lincoln County,28085,0.10844728,19106.25,25.225
Mississippi,South,Lowndes County,28087,0.1465046538,21429.25,23.95975
Mississippi,South,Madison County,28089,0.1747757356,34354.25,13.009
Mississippi,South,Marion County,28091,0.1758454281,19009,28.50325
Mississippi,South,Marshall County,28093,0.09690897602,18663.75,19.70175
Mississippi,South,Monroe County,28095,0.166695195,18965.75,20.8615
Mississippi,South,Montgomery County,28097,0.1934076505,17416,29.1575
Mississippi,South,Neshoba County,28099,0.1017407022,18795.75,23.26375
Mississippi,South,Newton County,28101,0.1855019182,20332.5,21.579
Mississippi,South,Noxubee County,28103,0.2730950361,14352,34.5935
Mississippi,South,Oktibbeha County,28105,0.08618044557,20296.75,33.381
Mississippi,South,Panola County,28107,0.1019746933,19253.75,23.77375
Mississippi,South,Pearl River County,28109,0.159128338,20276.25,21.482
Mississippi,South,Perry County,28111,0.2074661211,17528.25,20.08925
Mississippi,South,Pike County,28113,0.1819548084,17736.75,28.95675
Mississippi,South,Pontotoc County,28115,0.1855871072,19373.75,16.095
Mississippi,South,Prentiss County,28117,0.2752738421,17535.25,22.83975
Mississippi,South,Quitman County,28119,0.2634045343,14517.5,39.16
Mississippi,South,Rankin County,28121,0.09053654861,27404,10.61425
Mississippi,South,Scott County,28123,0.2991103927,17053.25,26.036
Mississippi,South,Sharkey County,28125,0.3797446986,15691.75,31.0595
Mississippi,South,Simpson County,28127,0.1280551968,18237.25,25.0535
Mississippi,South,Smith County,28129,0.2173921384,21171.5,23.14275
Mississippi,South,Stone County,28131,0.05517236751,19194.5,18.67375
Mississippi,South,Sunflower County,28133,0.2207801269,13588.25,35.47925
Mississippi,South,Tallahatchie County,28135,0.1533939229,13193.25,27.9415
Mississippi,South,Tate County,28137,0.05295368434,21180.25,17.23625
Mississippi,South,Tippah County,28139,0.2044534902,19228,24.602
Mississippi,South,Tishomingo County,28141,0.3982088972,18589.75,17.286
Mississippi,South,Tunica County,28143,0.3384169592,16260.75,28.90575
Mississippi,South,Union County,28145,0.142171596,19250.25,22.2675
Mississippi,South,Walthall County,28147,0.2718960156,17665.25,26.08825
Mississippi,South,Warren County,28149,0.110082543,22314.25,23.49375
Mississippi,South,Washington County,28151,0.2269344276,17092.25,36.41675
Mississippi,South,Wayne County,28153,0.195422362,19664.75,27.63875
Mississippi,South,Webster County,28155,0.3787291978,19945,22.90775
Mississippi,South,Wilkinson County,28157,0.4368036922,16166.25,31.017
Mississippi,South,Winston County,28159,0.1887369981,19703.75,29.4745
Mississippi,South,Yalobusha County,28161,0.2419322129,18989.5,21.56675
Mississippi,South,Yazoo County,28163,0.1798492377,15062.5,34.831
Missouri,Midwest,Adair County,29001,0.1178593645,19452.25,25.65625
Missouri,Midwest,Andrew County,29003,0.1876889423,26206.75,8.93075
Missouri,Midwest,Atchison County,29005,0.5607596193,25766.25,12.08325
Missouri,Midwest,Audrain County,29007,0.184300157,19527.5,17.653
Missouri,Midwest,Barry County,29009,0.311721348,19478.25,20.37775
Missouri,Midwest,Barton County,29011,0.1462254525,21061.5,22.00375
Missouri,Midwest,Bates County,29013,0.2589878432,21595.25,18.43675
Missouri,Midwest,Benton County,29015,0.1720504179,19434.5,19.543
Missouri,Midwest,Bollinger County,29017,0.2428487525,19812,21.79925
Missouri,Midwest,Boone County,29019,0.1886599845,27208,19.761
Missouri,Midwest,Buchanan County,29021,0.09790087178,22551.75,17.77775
Missouri,Midwest,Butler County,29023,0.1808442044,19486.75,20.8435
Missouri,Midwest,Caldwell County,29025,0.4988632927,22493,13.9145
Missouri,Midwest,Callaway County,29027,0.08942279184,23016.75,13.80825
Missouri,Midwest,Camden County,29029,0.2016971822,23692.25,17.08125
Missouri,Midwest,Cape Girardeau County,29031,0.1281883432,24315.5,17.29925
Missouri,Midwest,Carroll County,29033,0.1956270064,23846,14.97175
Missouri,Midwest,Carter County,29035,0.676774969,19794.25,21.692
Missouri,Midwest,Cass County,29037,0.1011409693,28267.75,9.421
Missouri,Midwest,Cedar County,29039,0.2717622727,17823.25,23.71875
Missouri,Midwest,Chariton County,29041,0.2966700679,20940.75,16.28125
Missouri,Midwest,Christian County,29043,0.1397370341,25158.5,10.84125
Missouri,Midwest,Clark County,29045,0.329831358,23118.5,15.3015
Missouri,Midwest,Clay County,29047,0.1312656295,29796.25,9.06425
Missouri,Midwest,Clinton County,29049,0.1097805242,25614.5,9.72725
Missouri,Midwest,Cole County,29051,0.146632925,26246.25,13.1205
Missouri,Midwest,Cooper County,29053,0.0567460924,23044.25,15.5755
Missouri,Midwest,Crawford County,29055,0.1428695801,19226,21.5345
Missouri,Midwest,Dade County,29057,0.2639692545,20461.5,20.7675
Missouri,Midwest,Dallas County,29059,0.1372950981,17672.5,21.3885
